mean_intensity,std_dev,median,variance,skewness,kurtosis,entropy,contrast,dissimilarity,homogeneity,energy,correlation,filename,class_label,Target
55.5473,40.513387450446544,37.0,1641.3345627099998,1.6954103769149649,2.4947904645545638,4.556350429590135,881.717789473684,17.549999999999994,0.08461959615627068,0.02517594595735471,0.7338801839620577,amd_1047099_1.jpg,AMD,1.0
51.2024,44.65729542012145,40.0,1994.27403424,1.5026158566002252,2.2112452367688613,4.858248302051282,911.6379999999999,18.415473684210525,0.0819350029817271,0.018984028861138882,0.7729247450207912,amd_1047099_2.jpg,AMD,1.0
69.5503,41.489736922641484,60.0,1721.39826991,1.4011948882148777,2.183292963702793,4.926636553734748,1059.924,21.758736842105268,0.06063360384916777,0.014585880927721617,0.6984539193279001,amd_1047099_3.jpg,AMD,1.0
69.3145,46.01525605437831,53.0,2117.40378975,1.205885293182887,0.8806893230451083,4.878697647766785,1295.8384210526315,21.639894736842106,0.0940681064470771,0.02073216618401079,0.6969493654876981,amd_1047099_4.jpg,AMD,1.0
61.6127,52.43615831380099,38.0,2749.5506987100002,1.1171819497366045,0.2931059485766996,4.706575545821739,1309.1911578947372,21.04189473684211,0.12396441780583807,0.03565687510680474,0.7633261030490127,amd_1084498_1.jpg,AMD,1.0
59.6327,52.51570232520936,44.0,2757.89899071,0.875610885739604,-0.009771346469358733,4.98617872979232,2021.326947368421,27.625894736842106,0.07443426342857337,0.019143140646064684,0.6330136409804248,amd_1084498_2.jpg,AMD,1.0
66.3662,47.65118359033698,56.0,2270.6352975600003,0.9559614110772578,0.4660175073113315,4.92426931464333,1295.5797894736845,22.098105263157894,0.09931442145695749,0.024141090359950875,0.7189741573526095,amd_1084498_3.jpg,AMD,1.0
46.4419,44.908373655588996,24.0,2016.7620243899996,1.4819659464795758,1.5143717025974262,4.585736635977967,1626.4636842105267,23.78452631578948,0.1022063423497903,0.02836182913354769,0.6030906016342233,amd_1096590_1.jpg,AMD,1.0
87.3213,45.05453879810557,80.0,2029.9114663100002,0.6981061472250517,-0.28212032426573375,4.951672525294328,802.5197894736843,17.996631578947373,0.07980217480747855,0.01855186635226641,0.8020658136355173,amd_1096590_2.jpg,AMD,1.0
49.8968,46.391188277085554,26.0,2152.1423497600003,1.3942081169769143,1.156112822563725,4.632585570918081,1577.512315789474,23.261157894736854,0.1028335513193831,0.028253502222054434,0.6392757780642647,amd_1096590_3.jpg,AMD,1.0
57.6162,47.54602925124243,33.0,2260.6248975600006,1.2880517932740791,0.798789822876063,4.569797442833594,1277.710105263158,19.407578947368417,0.16150640758877255,0.04251165719223277,0.7219138514080733,amd_1096590_4.jpg,AMD,1.0
55.5909,46.913628480325414,31.0,2200.88853719,1.30995778363348,0.8972505162648501,4.563004851810723,1261.2111578947367,19.254736842105263,0.1545183871150572,0.04172081061989524,0.7180072332705489,amd_1096590_5.jpg,AMD,1.0
59.0796,43.39865739674443,43.0,1883.44346384,1.2048587731777867,1.1477150272593812,4.842945324990543,857.0083157894738,17.036105263157896,0.099491081522869,0.020839446933075125,0.7718966294052955,amd_1101816_1.jpg,AMD,1.0
56.9572,44.77742252698339,39.0,2005.01756816,1.2918651899007876,1.3490392582943418,4.7550291474714985,1315.2055789473688,21.35589473684211,0.10565376723355101,0.025419145618783494,0.6705984188434894,amd_1101816_2.jpg,AMD,1.0
65.4744,49.601197008136815,50.0,2460.2787446400002,0.9756494836082241,0.19714211121295788,4.965391538996613,1430.1242105263163,21.61578947368421,0.1019799035404793,0.02179798969103888,0.7121060747384801,amd_1101816_3.jpg,AMD,1.0
60.0667,48.276441988924574,42.0,2330.61485111,1.1579366946362435,0.6713218923843667,4.852841275766397,1353.119894736842,22.268105263157896,0.0929308526920384,0.023024977404712793,0.7169956497680186,amd_1101816_4.jpg,AMD,1.0
66.2803,33.99213926645394,53.0,1155.46553191,1.8585347231396872,3.714418820382404,4.496547947005157,778.3956842105263,16.64515789473684,0.09755629154997346,0.025669538518567733,0.6713403196339649,amd_1131743_1.jpg,AMD,1.0
66.194,44.54399582435325,48.0,1984.167564,1.2887347950141161,1.124615244388786,4.871097455210962,1524.5464210526318,24.21863157894737,0.06849080071954901,0.017086872704990964,0.6215056737101456,amd_1163930_1.jpg,AMD,1.0
59.7764,41.18713880618561,43.0,1696.3804030400001,1.3709286575875597,1.4327084188251487,4.792667002056096,1604.220421052632,25.710315789473686,0.0660588813421623,0.01687792244110566,0.5338739780382455,amd_1163930_2.jpg,AMD,1.0
